urban_whiterun;§YWhiterun§!\nWhiterun was founded in the late Merethic Era by Nords, who discovered the Skyforge. The city earned its name because it circles the running of the White River. Once a small community, now Whiterun is a thriving city, protected both by descendants of the ancient Nordic families and Kynareth pilgrims, who look after the Gildergreen tree, planted in the centre of the Wind District.;;;;;
urban_windhelm;§YWindhelm§!\nWindhelm is one of the oldest cities in Skyrim, situated in the estuary of the White River. Windhelm was once the capital of the First Empire of the Nords, and the old Palace of the Ysgramor dynasty, the Palace of the Kings, still stands in the centre of the city. Despite being sacked multiple times, Windhelm always managed to rise and thrive again, becoming home not only for Nords but for many other races of Tamriel.;;;;;
urban_riften;§YRiften§!\nRiften was built on the shores of Lake Honrich, nestled within the Fall Forest. Proximity to Cyrodiil and Morrowind made the city an important trade hub, which constantly generates high income for its owners. However, this also encouraged the growth of the criminal underworld, including the Thieves Guild, who nowadays controls Riften from the shadow.;;;;;
urban_daggerfall;§YDaggerfall§!\nDaggerfall is the largest city in Glenumbra, located at the southwestern end of the peninsula. It was found by Nords, who brought a rough sort of civilisation with them during the Skyrim Conquests. Nowadays, the city is the preeminent economic, cultural, and military force in southern High Rock, and some people think that this stance will not change for the next millennia.;;;;;
urban_camlorn;§YCamlorn§!\nCamlorn is situated on the coastal highlands of Glenumbra. The city and the surrounding region are a melting pot of several different Breton cultures, and its people fancy themselves as more refined and metropolitan compared to their neighbours in Daggerfall. The Camlorn nobility considers themselves an aristocracy of poets and artisans, who greatly benefit from trade coming from either the Eltheric Ocean or the Iliac Bay.;;;;;
urban_wayrest;§YWayrest§!\nWayrest is a major city in the centre of the Stormhaven region of High Rock, at the mouth of the Bjoulsae River. The city is split into seven districts: Residential, Merchant, Market, Temple, Palace, Banking and Docking. Today, Wayrest can boast the largest and richest population in High Rock.;;;;;
urban_shornhelm;§YShornhelm§!\nShornhelm is located in the centre of Rivenspire, acting as the seat of power for the Riven-King. The city is split between two districts: the lower city, where the common folk dwell and trade with one another, as well as the upper city, where the nobility live. Each of the noble houses has a manor in the district, as well as the local barracks and even the local wayshrine.;;;;;
urban_evermore;§YEvermore§!\nEvermore is a city on the banks of the Bjoulsae River in eastern High Rock, located near the border with Hammerfell. Its impressive Palace was assembled from slabs of granite quarried from nearby places. Local traditions include the worship of Saint Pelin, a hero of the First Era who once served as a clergyman at Bangkorai Garrison.;;;;;
orcish_stronghold;§YOrc Stronghold§!\nThe Orcish people are fond of an independent lifestyle of living. Instead of claiming one area, they would settle in multiple provinces depending on the preferences of each individual tribe. These orcs then build, tightly-knit strongholds and villages, some of which later turn into great and mighty citadels.;;;;;
urban_northpoint;§YNorthpoint§!\nNorthpoint is located on the northeast point of Rivenspire. It is an important trading centre along the northwest trading route on the Eltheric Ocean, as well as the seat of power for House Dorell, one of the three major houses of Rivenspire. Their power extends across northern Rivenspire, including farmland around the city and beyond the sea.;;;;;
urban_farrun;§YFarrun§!\nFarrun is a city known for its icy winters. Situated in the Northern Wrothgar, it is a melting pot for various cultures, including orcs, bretons and reachmen. The mighty stronghold overlooking the city, as well as its remote location, has kept Farrun safe from many devastating wars, and although the city's power has changed many times, it is still one of the gems of High Rock.;;;;;
urban_jehanna;§YJehanna§!\nJehanna is situated in the northernmost icy mountains of Wrothgar. Nestled in the snow-covered forests of the Western Reach, it is described as being as beautiful as its name. Nowadays, Jehanna is still an active settlement, providing a land bridge between Skyrim and High Rock for merchants and other travellers, who can arrive in the city both via land and sea.;;;;;
urban_dawnstar;§YDawnstar§!\nDawnstar is a settlement on the northern coast of Skyrim. It was once a small garrison town, which served as an exile post due to the cold, harsh climate and notorious gales, but now Dawnstar is the capital of Pale, famous for its mines and architecture. The city is also home to many fishermen and has an important port, providing a safe harbour for merchants travelling from Haafingar to Blacklight and vice versa.;;;;;
urban_winterhold;§YWinterhold§!\nWinterhold is built on Hsaarik Head, the very tip of the Broken Cape and where Ysgramor first landed in Skyrim. It is surrounded by glaciers of the Ice Fields on virtually all sides, except the one facing the mountains. Winterhold is famous for its wealth, power, rich history and a school of the arcane arts.;;;;;
urban_morthal;§YMorthal§!\nMorthal is a fairly small, humble town of little economic or strategic importance besides its small lumber mill and a plethora of rare and useful ingredients available for sale. Sitting on the southern edge of the Drajkmyr marsh, dry ground can be hard to come by in Morthal and the city is often shrouded in a thick fog. Morthal's small population and relatively remote location have kept it distant from most major conflicts in its history.;;;;;
urban_falkreath;§YFalkreath§!\nFalkreath is situated among boreal forest on a strategic crossroad. Because of this, many great battles took place there for centuries, and countless warriors were buried around the town, leaving behind graves and monuments to them. Nowadays, Falkreath is an important town for merchants and artisans, who, due to the nature of the city, are known to reflect the melancholic themes of death in their business.;;;;;
urban_blacklight;§YBlacklight§!\nBlacklight sits in an advantageous trade position, being the most northerly port in Morrowind that all western sea trade passes through on its way east. It is also the most commonly used departure point for sailors and merchants making the rough journey north to Solstheim. At some point after the Great Houses emerged, Blacklight became the capital of House Redoran. During the 4th Era after the Argonian Accession War, Blacklight replaced Mournhold as the economic, political and administrative capital for the entirety of Morrowind.;;;;;
urban_balmora;§YBalmora§!\nBalmora translates as 'Stonewood' or 'Stoneforest' in Ald Chimeris, the language of the Chimer. The city was built in a rocky valley along both sides of the Odai River, positioned directly on a major north-south trade route. The joint river and road connections offered convenient access to the city and many beneficial trade opportunities. Over time, Balmora grew to become the second-largest city on the island of Vvardenfell, second only to Vivec. During the 2nd Era, House Redoran owned and developed the city, but through savvy political manoeuvring, House Hlaalu permanently came into possession of this profitable trade centre. Balmora was mostly destroyed in the 4th Era with the crashing of Baar Dau into Vivec, although rebuilding efforts took place after the devastation.;;;;;
urban_sadrith_mora;§YSadrith Mora§!\nSadrith Mora translates as 'Forest of the Mushrooms' in Ald Chimeris, the language of the Chimer. Located on the largest island of Zafirbel Bay, this Telvanni city was likely 'built', or rather 'grown', in typical Telvanni fashion, with stimulated magical growth being used on the local mushroom forest. The central Tower and epicentre of activity were Tel Naga, which housed the Archmagister of House Telvanni in the 3rd Era. Although not the capital of House Telvanni, it did serve as the seat of the Telvanni Council, given its convenient location to Vvardenfell and mainland politics. During the 3rd Era, the Empire built a large fort, Wolverine Hall, near Sadrith Mora in an effort to plug themselves into local activities as well as establish a north-eastern Tamrielic outpost for the Septims.;;;;;
urban_firewatch;§YFirewatch§!\nFirewatch is said to be the closest 'major' mainland Velothi city to the peaks of Red Mountain. This trading port earned its name from the unobstructed and impeccable view of the volcano one has from the city. Firewatch's position on the northern tip of the Llothanis peninsula affords it convenient access to trade going through both the Inner Sea and the Sea of Ghosts.;;;;;
deadlands_ashen_wastes;§YAshen Wastes§!\nThe Ashen Wastes are a choking desert covered in ash that is constantly pushed forth from the surrounding volcanic peaks of the Deadlands. Visibility here is low due to the unsettled ash in the air. There are husks of many dead trees here, though it is unknown if any ever grew under Dagon or simply appeared this way. Compared to the rest of the Deadlands, the Ashen Wastes are some of the more stable areas to build in, lacking the constant volcanic activity of the other terrain.;;;;;
deadlands_smouldering_badlands;§YSmouldering Badlands§!\nThe Smouldering Badlands are the flatter areas of the Deadlands full of decaying structures, withering plants, scattered fires and the occasional volcanic vent. Many things have been built here over time, only to be destroyed during the Dremoran wars or eventual volcanic destruction. It is easier to develop than most areas in the Deadlands due to the somewhat reliable stability of the terrain and distance from volcanic peaks.;;;;;
deadlands_boiling_coast;§YBoiling Coast§!\nThe Deadlands is surrounded by an 'ocean' of lava that is constantly being filled by the unending rivers flowing from the volcanic peaks. The levels or 'tides' of the lava can rise and fall along the Boiling Coast, often accompanied by unpredictable lava waves. As a result, development of this terrain is difficult and costly.;;;;;
deadlands_burning_hills;§YBurning Hills§!\nThe Burning Hills are a collection of irregular lava rivers flowing through scattered foyadas. They flow downhill from the larger volcanic peaks of the Deadlands. Smaller vents emerging from the volcanic slope often push through in this difficult terrain, making development and travel through these provinces challenging and unappealing.;;;;;
deadlands_daedric_keep;§YDaedric Keep§!\nDaedric Keeps are centres of authoritarian power throughout the Deadlands. Reflections of their Lord Mehrunes Dagon, these sharp and intimidating structures dominate the desolation of the Deadlands. They are operated by the strongest Valkynaz, who seizes control of the Keep, often being centres of militant slaving and planning the war with neighbours. During the Oblivion Crisis, the Daedric Keeps hosted the powerful Sigil Stones in the fortified upper room called the 'Sigillum Sanguis'. These Stones maintained the Oblivion Gates into Tamriel until closed by mortals able to enter into the Deadlands and manually destroy them.;;;;;
deadlands_volcanic_peak;§YVolcanic Peak§!\nThe Volcanic Peaks of the Deadlands are symbols of Lord Dagon Himself, violently and constantly changing the land with their enormous and infinitely destructive force. It is likely all mountain peaks in the Deadlands are volcanic, though not all are active. However, a formerly active peak can 'reignite' at any given time and reshape the land around it.;;;;;
deadlands_lava_cave;§YLava Cave§!\nVolcanic activity often creates underground caves in the surrounding region. These tubes are formed when flowing lava from a volcanic vent moves beneath the surface of a hardened lava flow. They are common in the volcanic areas, and some can be used to traverse from one area to another.;;;;;
deadlands_sulfuric_desolation;§YSulfuric Desolation§!\nThis caustic terrain is extremely rocky and full of stagnant sulfur pools. It makes navigation very difficult, and only the toughest Daedric weeds are capable of surviving here.;;;;;
urban_ardent_hope;§YArdent Hope§!\nArdent Hope was a vast Daedric citadel in the Deadlands. It dominated control of the region and protected the Path of Cinders, which was the only ascent to Xarxes Crucible - a massive volcano in the region closely affiliated with Mehrunes Dagon and His favour.;;;;;
urban_mehrunes_dagon;§YMehrunes Dagon's Citadel§!\nMehrunes Dagon Himself often resides in His Citadel in the Great Lava Lake of the Deadlands. This fortress is nigh impregnable and is incredibly dangerous to any who dare assault it. When not found in His Citadel, Dagon is usually out personally inspecting his Xivilai and Dremoran slave-servants at their respective Keeps.;;;;;
urban_jynds_foundry;§YJynd's Foundry§!\nFounded by Dremoran Kynmarcher Jynd, here the Daedra supervise the study, design and construction of various relics, artefacts, magical devices and enchanted machines. The knowledge here is reserved for those who can seize and control the Foundry.;;;;;
urban_zynoahzs_gaol;§YZynoahz's Gaol§!\nEstablished by the Xivilai Zynoahz, this jail primarily serves as a centre for the buying, selling and storing of slaves. Mortal souls who served Dagon in life are trapped in the Deadlands forever - enslaving these souls and forcing them to fight or work is common practise amongst the more powerful Daedra here.;;;;;
urban_wretched_spire;§YWretched Spire§!\nOnce a part of Mournhold, the Wretched Spire was ripped from Nirn by Mehrunes Dagon in the first Era. The town is somewhat hidden in the sulfuric desolation of the Deadlands and is occupied by both Daedra and Dunmer alike working together to evade Dagon's malicious Will.;;;;;
urban_world_breaker;§YWorld Breaker§!\nThis massive fortress complex was one of Mehrunes' biggest in the Deadlands. One of its purposes was for the construction and storage of the 'Siege Crawler' - this enormous walking siege engine was imbued with immense fire magics and was used in Mehrunes' assault against Bruma during the 3rd Era Oblivion Crisis.;;;;;
urban_razorworks;§YThe Razorworks§!\nThe Razorworks is a protected region used for a variety of smithing and crafting efforts by lesser Daedra, man and mer alike. Daring armourers, weaponsmiths and jewel crafters who desired to create the enchanted Deadlands Demolisher items would travel to this site to learn their protected smithing secrets.;;;;;
urban_vivec;§YVivec§!\nLikely populated as a trading port near the shrine of Ald Sotha, Vivec City truly started to appear after the rise of the Tribunal in the year 700. Once Vivec was declared Head of the Tribunal, He had a large semi-floating Palace 'canton' constructed in Norvayn Bay to create a new capital city from where He could live, rule and dream. As pilgrims frequented the location and the need for various services grew, additional cantons were constructed. By the 3rd Era, there were nine cantons connected by bridges and walkways, with a series of waterways between them all that allowed for further transport and mobility amidst the urban islands. Vivec City served as an economic and religious centre for the island of Vvardenfell during its long existence. The city guard was constituted almost exclusively of Temple Ordinators - Morrowind's most elite and feared warriors. Early on in its emergence, Sheogorath hurled a large meteor at the city in mockery of the Tribunal's so-called claim to 'Divinity'. Vivec stopped this rock, Baar Dau, where it remained frozen in momentum for thousands of years until it came crashing down thousands of years later after Vivec's disappearance, destroying the city in its entirety.;;;;;
urban_alinor;§YAlinor§!\nAlinor is the ancient capital of the Summerset Isles and the seat of High Elven civilisation. It is located on the temperate southwest coast of Summerset Isle, between the southern mountains and the idyllic beaches. Alinor is widely recognised by its sky-piercing towers and intricately woven ramparts that are designed to catch the light of the sun to break it into a variety of colours.;;;;;
urban_anvil;§YAnvil§!\nAnvil is a prosperous harbour city on the Gold Coast by the Abecean Sea at the very southwest end of Cyrodiil. Once, the city was just a small collection of ramshackle huts infamous for being a violent haven for pirates, refugees and thieves, but now Anvil attracts merchants and artisans from all across Tamriel and as far south as Pyandonea. Even though throughout its history, the city was besieged and almost ruined multiple times, Anvil always managed to restore its past glory, which in many respects was only possible thanks to the heroism and diligence of its inhabitants, who left behind not only high fortress walls but also magnificent temples and beautiful statues.;;;;;
urban_archon;§YArchon§!\nArchon is situated on the eastern coast of the Black Marsh, surrounded by dense marshland. It is located near the coast, which makes it a perfect place to stop for merchants, following their path north to Morrowind or South to Lilmoth. Archon is also famous for its farmers, who manage not only to cultivate the land but also breed rare species of animals, such as the Glowgill Guar.;;;;;
urban_arenthia;§YArenthia§!\nArenthia is situated in the borderlands of the northern Valenwood in the fork of both the Crescent and the Strid Rivers. The imprints of multiple cultures are evident in the history of the city, as well as in its architecture and the habits of the locals. Nowadays, Arenthia is an important trade city, famous for the production of vintage wines and musical instruments.;;;;;
urban_blackrose;§YBlackrose§!\nBlackrose is located in south-central Black Marsh, among the pure waters of rivers and dense jungles. The history of this place is shrouded in darkness and keeps many secrets carefully guarded behind the high city walls. Blackrose is home to many peoples, from the Lilmothiit, who founded the settlement, to the Argonians and the Imperials, who claim authority over the city, which may have formed the basis of the mystique of the place, for each culture has tried to give the city something different, without being able to comprehend what others have already created.;;;;;
urban_bravil;§YBravil§!\nBravil is a merchant town located on the banks of the Niben Bay, in the estuary of the Larsius River. Originally founded by Ayleids, the city has seen many battles between Elven, Human and Daedric Armies, the result of which caused great destruction to the city and its residents, who have lost their lives either due to the hands of foreign invaders or fellow citizens, divided by barricades during another uprising. However, despite numerous attempts to destroy the city, Bravil has been rebuilt time after time, returning to its former glory and becoming a bridge between Cyrodiil and Elsweyr.;;;;;
urban_bruma;§YBruma§!\nBruma is located among the snow-covered peaks of the Jerall Mountains of Cyrodiil. A cold climate and proximity to Skyrim make the city a perfect place for Nordic merchants and settlers who want to make a fortune or start a new life. This is reflected in the city's architecture, which combines the traditions of the Nords, Nedes, and Elves to create a unique urban landscape.;;;;;
